listing_id,id,neighbourhood,date,reviewer_id,reviewer_name,comments
17040434,161810371,Sackville,42904,124295407,Joanna,A lovely apartment!  Close to everything. Went for a walk to the waterfowl park and then for a bite at a nearby restaurant.  Maggie was very helpful. I had a great experience! 
17040434,162393750,Sackville,42906,22623954,Bob & Cate,"Maggie's place is a cozy second-floor apartment that is just a short walk to everything we wanted to see and do in Sackville. The outstanding Sackville Waterfowl Park, the main reason for our stay, is less than a block away right behind the house. The apartment is well equipped for cooking and the bed is very, very comfortable. Maggie is a thoughtful host. There were fresh lilacs in the rooms ('tis the season) and very nice original artwork. Maggie provided lots of area information/recommendations and is quick to respond to messages. We will stay again when we are in the area."
17040434,164420775,Sackville,42913,23878627,Ken,Great location and very comfortable! Well equiped with many little amenities. 
17040434,164763894,Sackville,42915,52939982,Tom,Maggie's place has it all!! She's cool and is a great host that provides all ur needs. Close to the center of town and recreation. u can't go wrong by choosing her comfortable place.
17040434,167026800,Sackville,42921,116997625,Eg,"We loved staying at Maggie's place! She'd thought of everything you could want, and the location was perfect too!"
17040434,167919271,Sackville,42924,114066978,Leigh-Ann,A cute and cozy little apartment in a great location to get to all the major spots in the area. Lots of supplies and extras available for our use which made our stay very comfortable. 
17040434,168895756,Sackville,42926,5259222,Dominick,Maggie's place is as described - it was perfect for our stay and she's great with communications - would definitely recommend:)!
17040434,169173256,Sackville,42927,6905255,Amy,"Great place to stay! Comfortable, cozy, affordable, super close to Sackville centre and easy to find. Loved it!"
17040434,169750429,Sackville,42929,3212168,Alex,"Our stay at Maggie's place was just what we needed - a true five star for all the categories based on our expectations and  needs.<br/><br/>Maggie gave us several great suggestions well ahead of time for places to see in Canada's maritime region. Her place was clean, cute, and just what we needed after camping in Cape Breton. <br/><br/>Sackville is much nicer than Moncton, which really wasn't as friendly though it had more restaurants.  There is a great park near her house where we walked after dinner with our dog. <br/><br/>We would definitely return here if another trip to the Bay of Fundy is in the cards."
17040434,170440966,Sackville,42931,29403343,Philip,"What a great place to stay, perfect location, has all the amenities you can think of, in a Victorian style old home but with modern amenities. Maggie is a great host with excellent communication. Has the rustic but modern feel, very euphoric with the spa feel and high end spa products. Has all utensils, premium coffee/tea, eggs in fridge was a nice touch, and privacy of separate entrance. Wish I could stay longer, every I could wish for in a AirBNB"
17040434,171438507,Sackville,42933,13162842,Stephen,"Maggie's place is very clean, comfortable, quiet apartment located within steps of a great small, artsy college town.   We could not have been happier during our stay here!  The waterfowl marsh, boardwalk and walking paths were fantastic - and located a block from Maggie's place.   All in all, a great and well-decorated apartment - and a great place to stay while exploring this area."
17040434,172502479,Sackville,42937,121856040,Maureen,"Maggie is a gracious host and she goes above and beyond to make sure you're comfortable. Her place is beautiful, comfy cozy and in a great location. Thanks so much Maggie."
17040434,174329762,Sackville,42941,31411672,Dave,"Nice digs, had everything we needed and within walking distance of all amenities including Mels for food and Duckies for drinks. Great spot to see surrounding areas like Joggin Fossil Cliffs. We really appreciated the tile work, great shower and Internet speed. Thanks again Dave & Lorraine "
17040434,174639237,Sackville,42942,40150125,Sam,Simple but well equipped.  Host is accessible and responsive. Perfect location and quiet. Maggie is very knowledgeable about the interesting things to do and see in town.
17040434,174980540,Sackville,42943,7269773,Cyril,We just stayed one night but we can recommend this beautiful house. Maggie is available all time and she is very nice!
17040434,175710288,Sackville,42945,11073240,Deepti,Cute and clean place to stay when in Sackville! I wish we had been able to stay more than one night!
17040434,176254537,Sackville,42946,81295173,Katerine,Great apartment in a great location! We liked how comfortable it is and how close you are to downtown Sackville. The apartment has everything you need. We unfortunately didn't get to meet Maggie but she was quick to reply to our messages and we appreciated how thoughtful she was with offering to help us and with little things in the apartment.<br/>Thanks again!<br/>Katerine and David
17040434,177090887,Sackville,42948,29776011,Krista,Maggie's place was perfect for our night in Sackville! She's got great style but more importantly the apartment was comfortable. Loved that the windows were open when we got there; little touches of lavender throughout did not go unnoticed! She thought of everything really...right down to the communication chalk board :) Totally recommend. 
17040434,177373057,Sackville,42949,7339246,Joseph,"We loved our stop in Sackville! The apartment is cute and comfortable and well situated within walking distance to shops, food and the amazing waterfowl park. So much to do in this little town. Communication with Maggie was easy and check in was no problem at all. Recommended!"
17040434,178074663,Sackville,42951,9170134,Tessa,"What a great place to stay! This has to be one of the best Airbnbs I've stayed in! Great location in the lovely little town of Sackville, near restaurants, bars and shops, and also a wonderful Waterfowl Sanctuary for walking & bird watching. Check-in was easy, the place was very comfy and Maggie was a great host. Thanks again, I would definitely recommend! "
17040434,181763945,Sackville,42960,118583156,Deborah,"We felt right at home and were very impressed with the level of thoughtful detail Maggie used when setting up the space. The coffee was great, the bedding was fresh and comfortable. We loved Sackville and Maggie's place and intend to return!"
17040434,182444460,Sackville,42961,54786528,Fran,"Maggie's house is charming and in a great location. It is rustic but it had everything you need. Bathroom is renovated and kitchen has everything you need if you want to cook- full fridge, stove, ect. The Sackville Waterfowl park is right around the corner and it is lovely. There are restaurants and a grocery store within walking distance also. Maggie left us some fresh eggs from her chickens which were delicious."
17040434,183556034,Sackville,42964,120631694,Brenda,"Maggie's place is quaint. The space is private. Maggie provides little touches like fresh flowers and eggs from her own chickens. Unfortunately, the stairs were much steeper than we expected. People with mobility issues would have a hard time."
17040434,184406833,Sackville,42966,7611965,Hana,Maggie's place was great and excellent location in Sackville! Was nice to have our own space at such a reasonable price. Would highly recommend!
17040434,184906641,Sackville,42967,85813272,Allison,"Adorable home and great apartment, so close to the main Sackville downtown. We are already planning our next visit here!"
17040434,185390154,Sackville,42968,125584798,Laura,This place was cute and charming. We felt really relaxed staying here and loved the opportunity to walk to the main street for some groceries and to make our own breakfast. Lots of lovely things nearby and Maggie had thought of all our needs. It isn't a lot of space but it's perfectly suited to 2 people. The decor was nice and homey. There were fresh flowers on the table and fresh eggs in the fridge. Had a great time staying here.
17040434,185775470,Sackville,42969,46590200,Aneesha,"Hi Maggie!<br/><br/>Thank you so much for a lovely stay at your apartment! Although we arrived rather late in the night and were out of the house pretty early in the morning (we were running on a rather tight schedule!), you apartment provided the right amount of comfort for the night! All the amenities were up to expectation and the bed and bath comfortable.  We found your instructions and welcome greetings warm and informative and the art around the house was totally in my taste! Thanks again and wish we had a chance to interact! Cheers!<br/>-Aneesha"
17040434,186137506,Sackville,42970,5067596,Samuel Jeremiah,"We truly enjoyed our stay at Maggie's place! <br/>There was a lot of little details that stood out for us, including: super friendly grey cat, light up signs with messages on them, chalkboard cabinets, tiny animals lining the door sill, sprigs of lavender scattered throughout, motion sensor lights at night to guide your way, etc. <br/>The location is on a quiet street but the nightlife is a quick walk away. <br/>I highly recommend checking her place out!"
17040434,187207160,Sackville,42973,9316888,Vincent,"We really enjoyed our stay in Maggie's apartment. The apartment is rustic and has a lot of character, with a great layout. We appreciated the pantry supplies and the toiletries provided, and the parking space in the driveway. The location is also great, just a short walk away from the main street where great restaurants can be found (we really enjoyed the Coy Wolf). We would definitely stay here again!"
17040434,189094694,Sackville,42978,127730354,Michelle,Maggie's apartment was so cozy and wonderful. The apartment had everything we needed and more. The decor was lovely. We especially loved the chalkboard cabinets. It's a perfect walking distance from food and cute shops. Missing it already!
17040434,189376507,Sackville,42979,1243860,Patrick,"Maggie's apartment is beautiful—it's on a nice, quiet street right by Waterfowl park, and is cozy and clean."
17040434,191442198,Sackville,42985,8793551,Leslie,"Un séjour trés apprécié dans la jolie ville de Sackville et surtout dans le magnifique appartement de Maggie! Tout était choisi avec soin et amour, idéal pour un couple. Logement situé au centre-ville à deux secondes d'une foule de choses... coup de coeur! Merci Maggie!"
17040434,193443329,Sackville,42991,137480560,Stu,"This is a delightful apartment very quiet, warm and comfortable. I felt great peace here.<br/>Sackville is a small but lively creative community. I spent a lot of time walking through the nearby waterfowl park taking photographs.<br/>Apartment has kitchen with everything necessary and the extra supplies in fridge and pantry were greatly appreciated."
17040434,194300774,Sackville,42994,144356253,Nicolas,"Très bien situé, près du centre-ville mignon et intéressant. Jardin et grange à l'arrière, original comme décor. Toutefois, je crois que ce n'est pas fait pour les familles car le logement est petit et les escaliers sont très escarpés et étroits, donc difficile d'y amener autre chose qu'un sac à dos. A besoin d'un peu d'amour, mais peut convenir à un couple pour un arrêt d'une nuit."
17040434,194865888,Sackville,42995,138678261,James,Maggie provides a homely environment with some much appreciated toiletries and her own chickens eggs. Very good value for money.  Sackville is a very cool place you must give it a try!
17040434,195508832,Sackville,42997,16755717,John,"This was our first Airbnb experience and we couldn't have asked for a better or more engaging host! A comfortable apartment in a quiet, central location. An easy walk to Mount Allison University, downtown cafes and restaurants, and very close to the Sackville Waterfowl Park boardwalk. Thanks Maggie! Looking forward to our next visit."
17040434,195729192,Sackville,42998,99233837,Elizabeth,"It was a cozy apartment,exactly what you'd expect"
17040434,195976053,Sackville,42999,30743127,Elek,Maggie's place is awesome! Highly recommend.
17040434,197004985,Sackville,43002,68086442,Rick,"This is a great spot to stay.  Very close to either downtown or Mt A., both a 5 minute walk. <br/><br/>Maggie is a perfect host, there only if you need her. <br/><br/>We will be back again!"
17040434,197475337,Sackville,43003,90557855,Pierre,"A place to return, so close to the nice waterfowl park, to restaurants, bakery... everything at walking distance. We really loved Sackville and Maggies cozy apartment made all the more easy to enjoy."
17040434,198185544,Sackville,43006,150355275,Fraser,"AMAZING!! Clean, central and cozy. Loved it!"
17040434,199210643,Sackville,43009,18685336,Diana,Great place to stop over between Prince Edward Island and Nova Scotia. Loved our daily walks around Waterfowl Park.
17040434,199690774,Sackville,43010,131692639,Peggy,I really enjoyed my stay at Maggie's place. It was very cute and there were nice touches throughout. It was clean and check in was a breeze. Great value.
17040434,200212375,Sackville,43012,52601476,Jennie,"Excellent! Super cute apartment, very cozy and welcoming. Great communication from hosts! I highly recommend - nice central location for visiting PEI  & Nova Scotia.  Thanks!"
17040434,200463941,Sackville,43013,39969217,Don,"Clean, comfortable, easy in and easy out."
17040434,201093319,Sackville,43015,15048002,Shinichi,"Maggie's place is great! It's located right near downtown Sackville where there are bars, restaurants and interesting shops. The apartment is well equipped and has a fast, stable Wifi. It also has a tasteful collection of books. Check-in and checkout are a breeze, and Maggie is very friendly and responds to inquiries quickly. So I would totally recommend her place for a few nights' stay in Sackville!"
17040434,201354709,Sackville,43016,36652033,Rita,"Maggie’s house is quite lovely! Her decorating sense is eclectic and  artistic! The apartment is upstairs and has a large kitchen, a large bathroom, and a great bedroom! A big plus is that there was parking in her driveway! Maggie is a lovely person and went out of her way to get us timetables for the Bay of Fundy.   The town of San Kanell is conveniently located to Halifax, the beer Fundy and other Nova Scotia/New Brunswick delights.  This is a great place to base yourself from!"
17040434,202697329,Sackville,43020,131507851,Leslie,A cozy apartment near everything. Very comfortable bed and everything we needed in kitchen:) Bonus: fresh eggs from Maggie's free range chickens!
17040434,202891881,Sackville,43021,36652033,Rita,"The house in Sackville is terrific! It’s  A second-floor suite. It has a huge kitchen and a little sitting area. The bathroom is very big and spacious with a shower. The bed is extremely comfortable! Maggie is very thoughtful in providing breakfast Staples. She also has an eclectic stylishness in the decor of the apartment ! I really liked it! It’s a convenient walk into town where we had authentic Italian pizza at Napule’s. I used to live in Italy, so i know Italian pizza from american!  You will enjoy your stay here!  We stayed there twice within two weeks as merely a stop over. But I think it would be a very interesting place to visit in the summer.  I hope will be back again."
17040434,203739948,Sackville,43023,152365992,Michelle,"What a nice, eclectic flat in the heart of Sackville just minutes walk from downtown! It is a cozy upstairs accommodation in an old house with modern touches. And Maggie was super friendly and left a binder with oodles of Information regarding local restaurants and points of interest. It was clean and very inviting. She also provided excellent coffee, a variety of teas, cream and even eggs from her own chickens! Will definitely stay here again (if there is an opening)!"
17040434,204102381,Sackville,43024,917122,Lindsay,We didn't meet Maggie in person but she was super nice to deal with and really fast to respond to messages. The apartment was in a great location and exactly as described. The bed was really comfy too. Totally recommend staying at Maggie's place if you're visiting Sackville!
17040434,204320943,Sackville,43025,131507851,Leslie,A lovely little apartment in back of older well kept home in a very central location. Around corner from Waterfowl park and near main Street. Well equipped small kitchen w cozy couch. Larger bathroom w great shower. Very comfortable bed! And very clean and well kept. We were left eggs from the backyard chickens too:) Maggie responds quickly to any and all questions and is very welcoming. Highly recommend!
17040434,206472320,Sackville,43033,46947333,Taylor,"This was an excellent place to check out Sackville--super close to the marsh, and to downtown. Maggie was a wonderful host too, with no shortage of suggestions of what to see or do in the surrounding area. I had hoped to go on a hike, and she suggested several different spots, all off the top of her head. Would go back and do it again."
17040434,216930377,Sackville,43075,40964741,Virginie,Cute little appartement with pretty good vibes. There are cats free to come and go though so don’t be surprise if you here one meowing at the door he probably want some love. Wish I wasn’t that allergic
17040434,217951291,Sackville,43079,6221184,Andrew,"Great town, great location, great host."
17040434,219470038,Sackville,43086,152733547,Erica,"Maggie is a great host and this is a great location!  The apartment is very clean,  cozy and well decorated.  Maggie really cares about her guests and has added a lot of personal touches to make the stay as pleasant and as comfortable as possible.  She also went out of her way to make sure there was enough space for our daughter's bassinet in our room.  I would not hesitate to stay here again!"
17040434,222693295,Sackville,43099,10767235,David,Just perfect. Nothing to add.
17040434,223592355,Sackville,43101,14495889,Kevin,"Maggie's comfortable little apartment is a great place to stay in Sackville. Located in a lovely neighbourhood and building and very close to both the centre of Sackville and the pleasant walking trails around the Sackville Waterfowl Park the apartment is cozy, well equipped and scrupulously clean. It provide everything I needed for a thoroughly comfortable nights stay."
17040434,259190893,Sackville,43220,40556628,Bren,"Staying at Maggie's place feels like visiting a friend's house. Arty, quirky details surprise and delight. Warm, cozy, and close to walking trails and shops, this is an excellent place to stay in Sackville or to explore the surrounding area. Maggie offered great suggestions about where to hike and was quick to respond to any questions we had about the house. She is a warm and friendly host who is there when needed. And there are three cute cats who live downstairs. We had a wonderful stay!"
17040434,262369961,Sackville,43228,175736536,Lorraine,"Le logement offert par Maggie est idéalement situé dans Sackville, à la fois près de tout, et sur une rue très calme. <br/>Il a le charme rustique des vieilles maisons victoriennes, est impeccablement propre, la cuisinette a tout ce qu’il faut pour un court séjour. <br/>Le lit était confortable, literie de coton de grande qualité , de même que les serviettes de la salle de bain. <br/>C’est simple et chaleureux, et Maggie a su nous surprendre avec de belles attentions de bienvenue.<br/>Un de ses chats nous a tout aussi bien accueilli! Et nous a visité à chaque jour, pour avoir des caresses, c’était charmant. <br/>Bref, nous avons bien apprécié notre séjour :)"
17040434,263250338,Sackville,43231,24857998,Soroush,"Maggie is a wonderful host and made my stay very comfortable. She also went the extra mile to help me with amazing local tips. The apartment is also roomy, clean and with a great trail nearby."
17040434,263654757,Sackville,43232,8969183,Laurie,"I decided to crash the Mount A reunion weekend. There was no room in the dorm, so I looked for a convenient spot. This was it. Essentially across the road from where I lived my last year at Mount a. A quick walk to anywhere in town. It's a cute little apartment with a very comfy bed. I loved the visiting cat. The coffee was much appreciated. I will definitely stay here again."
17040434,264683949,Sackville,43234,84584406,Michael,"This was our first Airbnb experience . Maggie is an awesome host ,very helpful, ensuring a positive experience.  The suite was very clean, quaint and above expectation. We loved the chickens , especially the fresh eggs. The location is perfect, easy walking distance to everything."
17040434,265848006,Sackville,43238,97806335,Eric,"Maggie's place was charming, private, and very comfortable. And her cats are so cute!"
17040434,266720066,Sackville,43240,32291245,Douglas,Nice little place! Cats were super friendly  and some nice free range eggs in the morning!
17040434,267713190,Sackville,43242,35918200,Thomas,"Beautiful, very interestingly decorated place. Maggie is super host: very responsive and helpful. Recommend without reservation. You will be pleased."
17040434,268639654,Sackville,43245,48538753,Melanie,"This place is adorable! There were lots of nice touches that made it feel special like a handwritten note & beautiful fresh flowers, in addition to lots of local suggestions. The Waterfowl park is very close by and I walked down one evening -- I would highly recommend visiting the park, and this spot!"
17040434,269554378,Sackville,43247,75985486,Jake,"Such a great spot for a couple of nights stay in Sackville. Walking distance to most attractions. Maggie is a sweet heart and has thought of everything for her stylish little pad. Easy place to come and go as you please throughout your stay, plus warm welcomes from Maggie's feline friends who are always around outside to greet you. Cant recommend this place enough."
17040434,270545468,Sackville,43249,31461893,Zoe,"Shabby chic, eclectic and fantastic! Maggie's place is awesome! Every time I walked in I noticed a new design, decoration, added touch. I wish I could have stayed longer to find them all :o) Communication was top notch, Maggie was helpful and responded quickly to any inquiry I had. Minutes from downtown and the beautiful waterfowl park (be sure to take a stroll on the boardwalks). I highly recommend a stay!"
17040434,270875431,Sackville,43250,27533494,Andrew,"Had a great stay at Maggie's place. We were only stopping over for 1 night but it was ideal for us - close to main street for cafes, restaurants etc and parking was free. Close to main road for easy access. Maggie was easy to communicate with and gave us some tips and ideas for things to do/visit. Would recommend."
17040434,272438461,Sackville,43254,52956735,Heather,This place was a great stay in Sackville. Great location. Very cute apartment. There were even farm fresh eggs provided and visits from their very cute kitties! Must like cats to stay here. We would definitely stay here again!
17040434,278669362,Sackville,43269,184084943,Gaye,"This is a funky jewel box of a place to stay in a lovely town.  The location is excellent for walking to restaurants, grocery store, book store, Mount Alison campus, coffee shops, bakery and the beautiful water fowl park.  Maggie has thought of everything you might need and even provides fresh eggs from her chickens . . . "
17040434,279741940,Sackville,43272,66354341,Balin,"Loved Maggie’s place! Check in was easy, she is very sweet and offers lots of good recommendations. Sackville is such a lovely, quaint town as well. We’d love to go back!"
